Location;Island;Year;N_corr;.lower;.upper;.width;N_obs
myken;22;2018;16.883452523174164;14.470667768431472;22.99865850111311;0.9;13
myken;22;2019;8.255980349055505;6.826612893906821;12.130726852129637;0.9;6
myken;22;2020;14.739002924140575;13.075978954825587;18.35383099795534;0.9;12
myken;22;2021;2.7428452656907045;2.264555399961788;4.0410741282845875;0.9;2
træna;23;1994;29.39399544140869;28.69964536556323;30.077906747110422;0.9;22
træna;23;1995;43.33623390786801;35.44894410761256;59.442670245343294;0.9;29
træna;23;1996;30.910650661990584;23.31062090427155;46.31126690470222;0.9;17
træna;23;1997;27.574106942757084;21.87805364643544;39.614426953468225;0.9;17
træna;23;1998;41.72494459130764;35.8798659935398;53.10519689814783;0.9;30
træna;23;1999;79.48117609594253;69.42481449204142;99.83751745448302;0.9;63
træna;23;2000;11.558358445964553;9.17148857573655;17.867743861679067;0.9;8
træna;23;2001;4.503973628533454;3.5816180057769884;6.795084075142757;0.9;3
træna;23;2002;3.9820348275196062;3.3607286354022663;5.53584214244785;0.9;3
træna;23;2003;4.162095581643769;3.4196131585357197;6.414566485480489;0.9;3
træna;23;2004;31.26153019418594;24.952296680102787;43.01618294505394;0.9;21
træna;23;2005;51.80537256036945;42.55117137897584;69.88787559476057;0.9;34
træna;23;2006;53.4743906933171;39.84386670775119;76.35694555171169;0.9;25
træna;23;2007;82.48631452252684;65.14285183458989;121.65713544000972;0.9;53
træna;23;2008;31.309133663494144;25.910557900464465;44.24987455906863;0.9;22
træna;23;2009;46.17132677592659;39.67396306115706;58.25458103161723;0.9;34
træna;23;2010;44.39331337594241;39.3293625087963;54.13784032592596;0.9;35
træna;23;2011;100.0473530960088;86.50316376280502;121.64866381391553;0.9;72
træna;23;2012;64.1832115152098;54.10431917856478;84.13727361541449;0.9;45
træna;23;2013;81.51786742135977;69.8338082842544;100.75638531703515;0.9;58
træna;23;2014;98.71899688777799;87.81029297793845;115.16187971169607;0.9;74
træna;23;2015;134.97265006574372;125.51514120974345;149.84224957637358;0.9;115
træna;23;2016;141.42588236216727;122.6334886758397;170.95172148515096;0.9;92
træna;23;2017;103.23050379911484;89.8793028165813;125.96219526918804;0.9;74
træna;23;2018;140.16289813330144;112.73574537142171;178.86367254450712;0.9;72
træna;23;2019;59.56982378796191;52.08698336141461;73.65178108629163;0.9;46
træna;23;2020;83.74847713183107;76.71328262314663;95.69833042618058;0.9;71
træna;23;2021;112.38520016609289;102.73566996117047;129.3767472804569;0.9;94
selvær;24;1994;56.115809479052956;54.7902320615298;57.42145833539263;0.9;42
selvær;24;1995;58.46424773229675;52.82614597464155;68.19199499971265;0.9;48
selvær;24;1996;45.310733414485185;41.20504496592693;52.385480686610045;0.9;38
selvær;24;1997;59.81816660349979;50.570982557685916;75.17295591354433;0.9;39
selvær;24;1998;70.33345329400586;63.2999830627542;82.6495524946902;0.9;56
selvær;24;1999;95.9192794026142;81.63097345282655;124.76442737701362;0.9;73
selvær;24;2000;2.821543247223503;2.268282175863867;4.467567639722067;0.9;2
selvær;24;2001;1.354129049872681;1.1259109924016422;1.996736360177376;0.9;1
selvær;24;2002;2.625795095165482;2.2329433024494003;3.6224728295954947;0.9;2
selvær;24;2003;11.935361503270265;10.0172673528802;16.667328918307966;0.9;9
selvær;24;2004;39.149302165197064;34.52851029375404;47.27481274318328;0.9;30
selvær;24;2005;57.835804124706655;51.7545909964997;68.57972686253066;0.9;46
selvær;24;2006;46.3475367366905;38.4355640196633;59.31505506248858;0.9;30
selvær;24;2007;56.57558052390978;49.38217364465871;67.85393582035441;0.9;42
selvær;24;2008;74.5259990146732;62.68051850915338;92.86174934666569;0.9;47
selvær;24;2009;44.56513593332485;40.48971304901197;52.00085152681128;0.9;37
selvær;24;2010;55.84672103574971;45.79805381030462;71.62215875148436;0.9;29
selvær;24;2011;99.18514702586195;87.91703302372707;117.0984428912272;0.9;69
selvær;24;2012;51.428654277761076;46.51461095938794;59.5955765320984;0.9;41
selvær;24;2013;54.52639594948363;49.77879705460151;62.383047634050115;0.9;45
selvær;24;2014;49.12229644171239;43.87445307027507;58.33732986627105;0.9;37
selvær;24;2015;73.1952928437928;65.44504184607925;86.14352290712574;0.9;58
selvær;24;2016;53.48639154372162;42.47222322757868;74.44407086671255;0.9;33
selvær;24;2017;30.018306026575605;25.126445484958424;39.45896136336213;0.9;21
selvær;24;2018;49.247219073367404;38.173316326908655;73.60120613152439;0.9;29
selvær;24;2019;17.356155211885735;14.154596698778006;24.827965279742727;0.9;12
selvær;24;2020;29.839823238581623;26.9681787418719;35.51542948965467;0.9;25
selvær;24;2021;72.74222025676777;67.21282533252119;82.81366625566278;0.9;63
gjerøy;26;1994;61.46017228658181;60.00834940072312;62.890168653049066;0.9;46
gjerøy;26;1995;44.95853404867566;37.07245348113066;58.56137173850756;0.9;28
gjerøy;26;1996;47.8891810254201;42.819792044150894;56.137247357463906;0.9;38
gjerøy;26;1997;36.150242194511804;30.68772155627275;45.246392772450115;0.9;25
gjerøy;26;1998;60.35859837181741;54.3670758288298;69.97343017520302;0.9;47
gjerøy;26;1999;78.56999098072544;71.22278936960168;90.32709119684804;0.9;62
gjerøy;26;2000;70.12894931667236;65.26955319181572;78.67810108449171;0.9;61
gjerøy;26;2001;60.730357434256526;53.965196170795046;72.19059676931793;0.9;47
gjerøy;26;2002;48.820545935534334;42.39531804787336;59.48693130663307;0.9;36
gjerøy;26;2003;56.20739399312462;47.03133880120479;70.26962149633239;0.9;36
gjerøy;26;2004;57.19300660310054;52.33433389915807;65.54227773189108;0.9;48
gjerøy;26;2005;56.066331643371655;49.033983339344786;67.47187526706821;0.9;42
gjerøy;26;2006;63.54965807626249;56.94694058970817;74.79508171576809;0.9;50
gjerøy;26;2007;87.78606394716195;75.11096241580181;107.26382034379313;0.9;56
gjerøy;26;2008;113.44773856034601;103.31712476790908;129.2169564317562;0.9;92
gjerøy;26;2009;109.3887564608084;98.94845332188335;125.89342607152373;0.9;85
gjerøy;26;2010;134.33079725205744;121.30304355852755;153.08631763920195;0.9;100
gjerøy;26;2011;155.80124654314267;145.33039934796778;171.94337581769904;0.9;130
gjerøy;26;2012;176.78609610521977;162.9848095468954;196.75193977361803;0.9;140
gjerøy;26;2013;172.69844341321215;153.91420309763524;201.47236017338489;0.9;130
gjerøy;26;2014;87.21987050478387;73.7005613120212;111.59871292732345;0.9;61
gjerøy;26;2015;38.88855459294757;33.437597312621925;49.92541749028302;0.9;29
gjerøy;26;2016;39.09566748531385;34.216841831842814;48.53120692181492;0.9;31
gjerøy;26;2017;21.706388304855288;18.947217580116284;27.415105412755004;0.9;17
gjerøy;26;2018;41.887052473764214;36.39755560019181;52.10655263310227;0.9;32
gjerøy;26;2019;54.605295626288054;48.01456388335956;65.77374234153523;0.9;41
gjerøy;26;2020;56.34449540351503;49.471933153648834;67.8823802681569;0.9;43
gjerøy;26;2021;48.61025198390051;42.32311553344708;60.55004494765217;0.9;38
hestmannøy;27;1994;100.20680264116599;97.83970010987464;102.53831845605825;0.9;75
hestmannøy;27;1995;101.52900208925233;89.00016285815694;120.50544815261831;0.9;72
hestmannøy;27;1996;74.41893085253696;68.04428616703417;86.35044485816259;0.9;62
hestmannøy;27;1997;88.6331897016387;73.64275326207347;113.30334664802565;0.9;57
hestmannøy;27;1998;124.4542981929477;106.1155439037485;151.60934002847267;0.9;83
hestmannøy;27;1999;151.5608931447104;136.84376791989482;175.05614114722027;0.9;119
hestmannøy;27;2000;131.78084856033126;121.9752612599503;147.47980532907908;0.9;111
hestmannøy;27;2001;148.26134582823977;130.62568117118667;177.30779015321596;0.9;105
hestmannøy;27;2002;91.5174222127481;80.00464012358093;111.16184808507373;0.9;66
hestmannøy;27;2003;137.37955940762015;110.47042824516517;174.5730780722278;0.9;73
hestmannøy;27;2004;90.01470281074775;82.33507935552272;102.67842815007343;0.9;74
hestmannøy;27;2005;158.06502951493889;136.96980243732324;188.37723598086598;0.9;102
hestmannøy;27;2006;139.8414648285666;129.34977072343028;155.95481006657457;0.9;115
hestmannøy;27;2007;186.01697308260455;174.92630217182182;203.15709823430538;0.9;162
hestmannøy;27;2008;157.59979090969983;146.57495794318467;175.0680761236315;0.9;133
hestmannøy;27;2009;168.4937779454567;155.65377525838068;187.65478380768795;0.9;138
hestmannøy;27;2010;219.4993085590532;200.08972748762946;244.27482575921744;0.9;157
hestmannøy;27;2011;275.4463791597974;256.85750020389037;301.99963131388097;0.9;226
hestmannøy;27;2012;165.1782318585889;148.37916700051073;190.12128390812043;0.9;123
hestmannøy;27;2013;120.51272161058785;108.30241545700736;139.67969382553002;0.9;93
hestmannøy;27;2014;114.55877442415832;105.26416157584448;130.04242823388654;0.9;95
hestmannøy;27;2015;159.04684257672284;139.40759748501287;189.4118703761912;0.9;111
hestmannøy;27;2016;100.51389868596809;89.82602940499422;117.60909070512501;0.9;76
hestmannøy;27;2017;122.52260940301753;111.752635743351;140.78906504563074;0.9;100
hestmannøy;27;2018;150.2468826124627;128.6985162866248;182.9678364697357;0.9;94
hestmannøy;27;2019;144.0525201847769;131.48040996064867;163.03352092584345;0.9;115
hestmannøy;27;2020;130.92900801427868;119.14676861812113;148.96908902028463;0.9;102
hestmannøy;27;2021;138.6824647796963;129.52916821893902;153.63338021404638;0.9;120
indre kvarøy;28;1994;49.43535596964189;48.26758538753816;50.58557043832207;0.9;37
indre kvarøy;28;1995;61.978276887226684;56.49242353003001;71.5794664298301;0.9;51
indre kvarøy;28;1996;55.23850557283548;49.52928518787854;65.64281053826714;0.9;44
indre kvarøy;28;1997;54.79866552951293;47.63978999458648;65.95458873612694;0.9;38
indre kvarøy;28;1998;60.46143421318707;52.22878465152722;75.23879738996861;0.9;43
indre kvarøy;28;1999;53.16784201693138;47.40901108372072;65.3208678045549;0.9;43
indre kvarøy;28;2000;31.561874670878566;27.846247207335487;39.90373097269119;0.9;25
indre kvarøy;28;2001;37.89737901163694;33.35314426276744;46.9072843857477;0.9;30
indre kvarøy;28;2002;38.750442274495015;34.44180351384384;47.74866763804805;0.9;31
indre kvarøy;28;2003;42.24036675496504;35.97281296396895;53.81183544698835;0.9;30
indre kvarøy;28;2004;33.52156345129312;28.83258124643593;41.81357910022943;0.9;24
indre kvarøy;28;2005;49.70456002937102;42.71448807565082;62.390764026193416;0.9;35
indre kvarøy;28;2006;44.76394720213116;37.941102274666754;57.38136220301006;0.9;31
indre kvarøy;28;2007;58.669610150599055;49.99189806023494;73.63315431002977;0.9;42
indre kvarøy;28;2008;60.10610292665993;50.55235858224884;81.22305393952524;0.9;44
indre kvarøy;28;2009;37.908179001357645;33.30702076970619;47.18795432340729;0.9;29
indre kvarøy;28;2010;62.032618455682325;55.67637155789383;73.90025366556839;0.9;50
indre kvarøy;28;2011;95.49346800651762;79.49906778322992;119.66246521577601;0.9;59
indre kvarøy;28;2012;69.9528578458256;59.696667138856824;88.72488691744871;0.9;47
indre kvarøy;28;2013;65.9483269728883;57.583984226955884;79.46105539295974;0.9;48
indre kvarøy;28;2014;73.82036617661265;63.70676578164245;90.19344046799478;0.9;48
indre kvarøy;28;2015;96.7239300169469;85.443951517059;114.47944649274913;0.9;67
indre kvarøy;28;2016;90.11957727323762;80.0563521338721;105.65912600332048;0.9;66
indre kvarøy;28;2017;78.12383568721046;69.77863540554266;91.89264988215419;0.9;59
indre kvarøy;28;2018;63.15350832442879;54.386464700883515;78.23208716116545;0.9;46
indre kvarøy;28;2019;36.63343944539132;30.510452003202044;48.36755604346487;0.9;25
indre kvarøy;28;2020;31.41031158861393;27.222210013879074;39.692178664630305;0.9;24
indre kvarøy;28;2021;28.044523092019283;24.161748295931343;36.23420687243128;0.9;21
lurøy-onøy;33;1994;50.7714466715241;49.57211472233649;51.952748017736184;0.9;38
lurøy-onøy;33;1995;50.56147337045992;44.8150753520818;61.501804742993876;0.9;40
lurøy-onøy;33;1996;36.76082525254846;33.45065575373599;43.32247089243708;0.9;31
lurøy-onøy;33;1997;24.05555386691055;20.243569985151193;31.89023491722176;0.9;17
lurøy-onøy;33;1998;48.243789707554384;41.77442038760496;61.88064373070964;0.9;37
lurøy-onøy;33;1999;64.9957870019457;47.56919783308807;104.05018573018317;0.9;35
lurøy-onøy;33;2000;59.79815567481366;48.238061782646355;86.60482349570616;0.9;41
lurøy-onøy;33;2001;39.3569527256404;29.931779329083046;64.83976592990903;0.9;24
lurøy-onøy;33;2002;14.096737007928223;12.206568919605097;18.515508992408794;0.9;11
lurøy-onøy;33;2003;20.30264406275711;17.565033739446235;26.367121495880532;0.9;16
lurøy-onøy;33;2004;57.79619972203617;52.01013282579996;70.04443847652237;0.9;48
lurøy-onøy;33;2005;59.52307063924833;49.48127618559758;77.98626240367747;0.9;40
lurøy-onøy;33;2006;28.0873290476694;24.18017617607211;37.12673497878704;0.9;22
lurøy-onøy;33;2007;25.3957547482273;20.848632752424344;36.212132345423136;0.9;18
lurøy-onøy;33;2008;20.37627287913201;17.69296409118933;27.131070755909985;0.9;16
lurøy-onøy;33;2009;13.805118105680133;12.082753470900263;17.370481960904126;0.9;11
lurøy-onøy;33;2010;12.658845883698639;11.030547181121152;16.223872277944213;0.9;10
lurøy-onøy;33;2011;12.011581862224991;10.256634438569037;16.420829805636497;0.9;9
lurøy-onøy;33;2012;10.344586680733602;8.897435736305694;13.805624987286524;0.9;8
lurøy-onøy;33;2013;12.093801730504115;10.227152614492285;16.408195230119478;0.9;9
lurøy-onøy;33;2014;21.763876837938973;19.011512935151508;27.602424353956017;0.9;17
lurøy-onøy;33;2015;32.93390670110665;29.37912222964119;40.238052076556706;0.9;27
lurøy-onøy;33;2016;31.130913077488866;27.6567974872924;37.96065093757642;0.9;25
lurøy-onøy;33;2017;41.29383816175844;34.58743043110179;53.20526097317617;0.9;28
lurøy-onøy;33;2018;25.610569401656818;20.297381162287103;35.74480813900088;0.9;15
lurøy-onøy;33;2019;44.29274809997176;35.58821894747733;63.027008383532284;0.9;29
lurøy-onøy;33;2020;50.48011288285889;43.38753598866504;64.70718538535142;0.9;38
lurøy-onøy;33;2021;52.32264551171641;46.889379579053625;64.24724036612436;0.9;43
lovund;34;1994;0;0;0;0.9;1
lovund;34;1995;5.344362807528853;5.218117339193314;5.4687103176564404;0.9;4
lovund;34;1996;1.3363633450240249;1.1195834085043395;1.9375679459102206;0.9;1
lovund;34;1997;1.312801951237629;1.1092657851061902;1.836521129532497;0.9;1
lovund;34;1998;21.612405132256164;18.032434144329923;31.386585539835018;0.9;16
lovund;34;1999;35.200034548615676;28.24389044011557;53.539061292876056;0.9;24
lovund;34;2000;6.209993415805457;4.8018833743212355;9.951894815283815;0.9;4
lovund;34;2001;5.640658979216019;4.60322201965704;8.481367052628059;0.9;4
lovund;34;2002;10.385143427470304;8.894923560517821;13.784792487643065;0.9;8
lovund;34;2003;26.30339659120855;21.439174594968915;37.503651944270274;0.9;18
lovund;34;2004;41.44570869417248;33.87309928911306;56.75230024214317;0.9;27
lovund;34;2005;29.88594292197496;24.40707483800071;41.35770597680236;0.9;20
lovund;34;2006;46.32876319586073;37.29910074888571;62.16324479541013;0.9;29
lovund;34;2007;26.580114769043124;21.805852455300332;36.23499192277302;0.9;18
lovund;34;2008;23.137439396828505;20.143979300793355;30.274092345864133;0.9;18
lovund;34;2009;25.379196278611126;21.57458595285862;33.58990966140862;0.9;19
lovund;34;2010;33.83670725047756;28.255485054660934;45.19303902465568;0.9;23
lovund;34;2011;46.52397173973928;40.19420304456694;57.999324129328635;0.9;35
lovund;34;2012;31.867623925425832;26.15294346559465;42.17588715115753;0.9;20
lovund;34;2013;77.52529147239676;69.44703948960378;92.023679657681825;0.9;63
lovund;34;2014;30.983897185019302;27.533144533202794;37.8251943449588;0.9;25
lovund;34;2015;45.396336039667986;40.21702699080923;54.70431339459819;0.9;36
lovund;34;2016;49.22319998640165;42.78962526816113;60.89716822917804;0.9;37
lovund;34;2017;65.79996250715205;53.49887867299099;87.09773021508119;0.9;43
lovund;34;2018;47.792108681259094;37.70711878690806;68.04032876883362;0.9;31
lovund;34;2019;33.57434369160944;24.399506807259094;53.96890087564874;0.9;17
lovund;34;2020;79.0269314509215;70.9139431450162;92.85568717213536;0.9;65
lovund;34;2021;87.05179533271706;80.8595330853879;98.70571661829109;0.9;76
sleneset;35;1994;0;0;0;0.9;1
sleneset;35;1995;25.38572333576205;24.786057361168243;25.976374008868092;0.9;19
sleneset;35;1996;13.649335617756197;12.01797732078121;17.059482526893305;0.9;11
sleneset;35;1997;18.07073131277764;15.041819562675622;25.628944397999092;0.9;13
sleneset;35;1998;39.62556488924458;33.59096708637798;53.623035801309136;0.9;30
sleneset;35;1999;57.06929704922557;47.666149478224305;74.91798479796945;0.9;39
sleneset;35;2000;62.18345134908009;54.809993978430946;76.6541122283873;0.9;50
sleneset;35;2001;44.705698879161446;37.027813234521126;62.190942049577416;0.9;32
sleneset;35;2002;34.43936268046244;28.690618427366232;45.4034941566283;0.9;23
sleneset;35;2003;32.919813170010656;29.621806757401863;38.95735330316676;0.9;27
sleneset;35;2004;30.582200859741228;22.539657113032565;49.740876274547524;0.9;17
sleneset;35;2005;23.13018889264621;18.615717322455033;32.39069744274915;0.9;15
sleneset;35;2006;35.81795559838762;29.323179433333305;47.14412842820177;0.9;24
sleneset;35;2007;39.53210409883499;32.94879897278641;51.21741817173353;0.9;26
sleneset;35;2008;37.759050522381905;31.37219683173858;51.249069655080746;0.9;27
sleneset;35;2009;24.220168141000237;20.986460006356012;32.37968917968964;0.9;19
sleneset;35;2010;33.73065372833818;29.12206176495464;42.361952023769135;0.9;25
sleneset;35;2011;43.09632117590574;37.68527228133561;52.761464522233766;0.9;32
sleneset;35;2012;22.05875189838286;18.535318175277162;28.511450107604375;0.9;15
sleneset;35;2013;34.10022386579185;30.260381864740424;40.69546121650565;0.9;26
sleneset;35;2014;38.59119800090245;34.505471270742454;45.89925920732551;0.9;31
sleneset;35;2015;38.43845991775224;32.19260330099972;48.35500671215616;0.9;25
sleneset;35;2016;41.019728353468466;34.359366199121176;52.02754194974584;0.9;27
sleneset;35;2017;51.43576451223208;42.2590217947806;67.09395733894904;0.9;33
sleneset;35;2018;24.938009516403525;20.61728373360153;33.0289477285607;0.9;16
sleneset;35;2019;17.307801077103747;13.167953826052795;25.768813919192894;0.9;9
sleneset;35;2020;57.45641862552519;51.80979837960733;67.11173868882503;0.9;46
sleneset;35;2021;75.81953403751936;66.54854285703723;90.45494271576068;0.9;59
aldra;38;1994;0;0;0;0.9;1
aldra;38;1995;0;0;0;0.9;1
aldra;38;1996;0;0;0;0.9;1
aldra;38;1997;0;0;0;0.9;1
aldra;38;1998;2.6721814037644265;2.609058669596657;2.7343551588282202;0.9;2
aldra;38;1999;9.204259694542877;7.809161414761163;13.30458295376398;0.9;7
aldra;38;2000;21.914650150410925;19.543154227386932;26.762757832267738;0.9;18
aldra;38;2001;33.76083773974878;31.068624570656702;39.065554692906645;0.9;29
aldra;38;2002;36.27259184609233;32.59037457717435;43.06135469330738;0.9;29
aldra;38;2003;39.11055617366317;34.75758814230784;46.48266729630523;0.9;31
aldra;38;2004;50.15846839843162;45.938583638093284;57.82057581252691;0.9;42
aldra;38;2005;62.83756531181139;56.706708358440864;73.73326525377855;0.9;51
aldra;38;2006;42.815624209750936;38.89791398825506;50.17376495179349;0.9;35
aldra;38;2007;44.239332017342726;40.95214270703731;50.4645524589578;0.9;38
aldra;38;2008;53.36764472177394;48.41889281839103;62.73517015443612;0.9;44
aldra;38;2009;53.81861549290544;50.00624809148853;60.923686095851636;0.9;47
aldra;38;2010;27.08317187998559;23.00807415783326;37.12268258975312;0.9;20
aldra;38;2011;18.189746704399028;14.460589390504582;26.262364012492824;0.9;11
aldra;38;2012;25.311506905880407;22.816110056044614;30.627913030987518;0.9;21
aldra;38;2013;14.059271721117046;12.168353529035214;18.877086892535214;0.9;11
aldra;38;2014;11.35841735217079;9.37241362299148;16.244231815482543;0.9;8
aldra;38;2015;4.527080195557693;3.5507515561103373;7.159298897323492;0.9;3
aldra;38;2016;5.40740605954549;4.516141195893161;7.786361269024214;0.9;4
aldra;38;2017;6.377589307424579;5.523874763785732;8.438963915464717;0.9;5
aldra;38;2018;9.350592233220071;7.865004217489527;13.417011065467129;0.9;7
aldra;38;2019;5.315472012593688;4.492277668605213;7.468922861213555;0.9;4
aldra;38;2020;3.830319418010548;3.3072075920841946;5.144839447616303;0.9;3
aldra;38;2021;1.3874431717299531;1.1303726902834272;2.1249035856466705;0.9;1
